회사명,보험명,약관구분,조항,내용
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제1절(자기신체사고)>제12조(보상하는 손해),"｢자기신체사고｣에서 보험회사는 피보험자가 피보험자동차를 소유ㆍ사용ㆍ관리하는 동안에 생긴
다음 중 어느 하나의 사고로 인하여 죽거나 다친 때 [33)] 그로 인한 손해를 보상하여 드립니다.
1. 피보험자동차의 운행으로 인한 사고
2. 피보험자동차의 운행중 발생한 다음의 사고. 다만, 피보험자가 피보험자동차에 탑승중일
때에 한합니다.
가. 날아오거나 떨어지는 물체와 충돌
나. 화재 또는 폭발
다. 피보험자동차의 낙하"
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제1절(자기신체사고)>제13조(피보험자),"① ｢자기신체사고｣에서 피보험자는 보험회사에 보상을 청구할 수 있는 사람으로 그 범위
는 다음과 같습니다.
1. 제7조(피보험자)의 ｢ 대인배상 Ⅱ ｣ 에 해당하는 피보험자
2. 위 ‘1’의 피보험자의 부모, 배우자 및 자녀 [34)]"
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제1절(자기신체사고)>제14조(보상하지 않는 손해),"다음 중 어느 하나에 해당하는 손해는 ｢ 자기신체사고 ｣ 에서 보상하지 않습니다.
① 피보험자의 고의로 그 본인이 상해를 입은 때. 이 경우 그 피보험자에 대한 보험금만 지
급하지 않습니다.
② 상해가 보험금을 받을 자의 고의로 생긴 때에는 그 사람이 받을 수 있는 금액
③ 피보험자동차 또는 피보험자동차 이외의 자동차를 시험용, 경기용 또는 경기를 위해 연
습용으로 사용하던 중 생긴 손해. 다만, 운전면허시험을 위한 도로주행시험용으로 사용
하던 중 생긴 손해는 보상합니다.
④ 전쟁, 혁명, 내란, 사변, 폭동, 소요 및 이와 유사한 사태로 인한 손해
33) 피보험자의 신체에 이상이 있는 점을 뒷받침할 수 있는 의학적 소견이 있는 경우에 한합니다.
34) 피보험자의 부모라 함은 피보험자의 부모와 양부모를 말하며, 피보험자의 배우자는 법률상의 배우자 또는 사실혼
관계에 있는 배우자를 말하며, 피보험자의 자녀라 함은 법률상의 혼인관계에서 출생한 자녀, 사실혼관계에서 출생
한 자녀, 양자 또는 양녀를 말합니다.
보통약관 37
의 정
의 및 자
의 구
⑤ 지진, 분화 등 천재지변으로 인한 손해
⑥ 핵연료물질의 직접 또는 간접적인 영향으로 인한 손해
⑦ 영리를 목적으로 요금이나 대가를 받고 피보험자동차를 반복적으로 사용하거나 대여한
때에 생긴 손해. 다만, 다음 각목의 어느 하나에 해당하는 경우에는 보상합니다.
가. 임대차계약(계약기간이 30일을 초과하는 경우에 한함)에 따라 임차인이 피보험자동
차를 전속적으로 사용하는 경우 (다만, 임차인이 피보험자동차를 영리를 목적으로 요
금이나 대가를 받고 반복적으로 사용하는 경우에는 보상하지 않습니다.)
나. 피보험자와 동승자가 ｢ 여객자동차운수사업법 ｣ 에 따른 토요일, 일요일 및 공휴일을
제외한 날의 출·퇴근 시간대(오전 7시부터 오전 9시까지 및 오후 6시부터 오후 8시
까지를 말함)에 실제의 출·퇴근 용도로 자택과 직장 사이를 이동하면서 ‘승용차 함께
타기’를 실시한 경우"
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제1절(자기신체사고)>제15조(보험금의 종류와 한도),"보험회사가 ｢ 자기신체사고 ｣ 에서 지급하는 보험금의 종류와 한도는 다음과 같습니다.
① 사망 : 피보험자가 상해를 입은 직접적인 결과로 사망하였을 때에는, 보험증권에 기재된
사망보험가입금액을 한도로 합니다.
② 부상 : 피보험자가 상해를 입은 직접적인 결과로 의사의 치료를 요하는 때에는, ‘ 자기신체사고 지급기준’상의 ‘1) 상해구분 및 급별 보험가입금액표’에 따라 보험가입
금액을 한도로 합니다.
③ 후유장애 : 피보험자가 상해를 입은 직접적인 결과로 치료를 받은 후에도 신체에 장애가
남은 때에는 ‘ 자기신체사고 지급기준’상의 ‘2) 후유장애구분 및 급별 보험가입
금액표’에 따라, 보험증권에 기재된 후유장애 보험가입금액에 해당하는 각 장애등급별
보험금액을 한도로 합니다."
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제1절(자기신체사고)>제16조(지급보험금의 계산),"｢ 자기신체사고 ｣ 의 지급보험금은 다음과 같이 계산합니다.
① ｢ 자기신체사고 ｣ 의 사망, 부상, 후유장애의 지급보험금은 다음과 같은 방법으로 각각 계
산합니다. 다만, ‘비용’은 ‘공제액’이 발생하지 않는 경우에는 지급하지 않습니다. [35)]
지급보험금 = 실제손해액 + 비용   - 공제액
1. 실제손해액은 ‘ 대인배상, 무보험자동차에 의한 상해 지급기준’에 따라 산출
한 금액 또는 소송이 제기된 경우 확정판결금액으로써 과실상계 [36)] 및 보상한도를 적
용하기 전의 금액을 말합니다.
2. 위 ‘비용’은 다음의 금액을 말합니다. 이 비용은 보험가입금액과 관계없이 보상하여 드립니다.
ⅰ) 손해의 방지와 경감을 위하여 지출한 비용
ⅱ) 남으로부터 손해배상을 받을 수 있는 권리의 보전과 행사를 위하여 지출한 비용
3. ‘공제액’은 다음의 금액을 말합니다.
ⅰ) 자동차보험(공제계약 포함) 대인배상Ⅰ(정부보장사업 [37)] 포함) 및 대인배상Ⅱ에 의
해 보상받을 수 있는 금액
ⅱ) 무보험자동차에 의한 상해에 의하여 지급될 수 있는 금액. 다만, 무보험자동차에
의한 상해의 보험금 청구를 포기한 경우에는 공제하지 않습니다.
35) 공제액이 발생하지 않는 경우 손해배상을 받을 수 있는 권리의 보전과 행사를 위해 지출하는 비용 및 손해 방지와 경
감을 위해 지출한 비용이 발생하지 않습니다. 따라서 비용은 지급하지 않습니다 (예 : 피보험자동차의 단독사고 등)
36) 과실상계란 손해가 발생하였을 때 피해자의 과실이 손해의 발생 또는 손해의 확대에 기여한 경우 손해의 공평분
담을 위해 손해배상액을 산정할 때 피해자의 과실을 참작하는 것을 말합니다.
37) 자동차손해배상보장법상의 보장사업으로, 정부에서 보유불명(뺑소니) 자동차 또는 무보험자동차에 의해 사고를 당
한 피해자를 보호하기 위해 운영하는 사회보장제도
38 KB개인용자동차보험
ⅲ) 배상의무자 이외의 제3자로부터 보상받은 금액. 단, 산업재해보상보험법에 의해
보상받은 금액은 제3자로부터 보상받은 금액에 포함하지 않으며 이 경우 관련
내용(업무상 재해 등)확인을 위해 보험회사가 요청한 자료를 제출해야 합니다.
4. 위 3호의 ‘공제액’이 발생하지 않는 경우에는 사망의 경우 보험증권에 기재된 사망보
험가입금액, 부상의 경우 ‘ 자기신체사고 지급기준’상의 보험가입금액 한도
내 피보험자가 실제 지출한 치료비(성형수술비 포함), 후유장애의 경우 보험증권에 기
재된 후유장애 보험가입금액에 해당하는 각 장애등급별 보험금액을 각각 지급합니다.
② 보험회사가 사망보험금을 지급할 경우에 이미 후유장애로 지급한 보험금이 있을 때에는
사망보험금에서 이를 공제한 금액을 지급합니다. 다만 보험계약자인 기명피보험자가 본
인의 사망보험금 수익자를 지정하거나 변경하고 그 사실을 보험회사에 서면으로 통지한
경우에는 그 수익자에게 보험금을 지급합니다."
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제2절(무보험자동차에 의한 상해)>제16조(지급보험금의 계산),"｢ 무보험자동차에 의한 상해 ｣ 는 ｢ 대인배상Ⅰ ｣, ｢ 대인배상Ⅱ ｣, ｢ 자기신체사고 ｣ 에 모두 가입하
는 경우에 한하여 가입할 수 있습니다."
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제2절(무보험자동차에 의한 상해)>제17조(보상하는 손해),"｢ 무보험자동차에 의한 상해 ｣ 에서 보험회사는 피보험자가 무보험자동차로 인하여 생긴 사고
로 죽거나 다친 때 [38)] 그로 인한 손해에 대하여 배상의무자 [39)] 가 있는 경우에 이 약관에서
정하는 바에 따라 보상하여 드립니다."
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제2절(무보험자동차에 의한 상해)>제18조(피보험자),"① ｢ 무보험자동차에 의한 상해 ｣ 에서 피보험자는 보험회사에 보상을 청구할 수 있는 사람으
로 그 범위는 다음과 같습니다.
1. 기명피보험자 및 기명피보험자의 배우자(피보험자동차에 탑승중이었는지 여부를 불문합니다)
2. 기명피보험자 또는 그 배우자의 부모 및 자녀(피보험자동차에 탑승중이었는지 여부를
불문합니다)
3. 피보험자동차에 탑승중인 경우로 기명피보험자의 승낙을 얻어 피보험자동차를 사용
또는 관리중인 자. 다만, 자동차 취급업자가 업무로서 위탁받은 피보험자동차를 사용
또는 관리하는 경우에는 피보험자로 보지 않습니다.
4. 위 ‘1 내지 3’에서 규정하는 피보험자를 위하여 피보험자동차를 운전중인 자. 다만, 자
동차 취급업자가 업무로서 위탁받은 피보험자동차를 사용 또는 관리하는 경우에는 피
보험자로 보지 않습니다."
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제2절(무보험자동차에 의한 상해)>제19조(보상하지 않는 손해),"다음 중 어느 하나에 해당하는 손해는 ｢ 무보험자동차에 의한 상해 ｣ 에서 보상하지 않습니다.
① 보험계약자의 고의로 인한 손해
② 피보험자의 고의로 그 본인이 상해를 입은 때. 이 경우 해당 피보험자에 대한 보험금만
지급하지 않습니다.
③ 상해가 보험금을 받을 자의 고의로 생긴 때는 그 사람이 받을 수 있는 금액
④ 전쟁, 혁명, 내란, 사변, 폭동, 소요 및 이와 유사한 사태로 인한 손해
38) 피보험자의 신체에 이상이 있는 점을 뒷받침할 수 있는 의학적 소견이 있는 경우에 한합니다.
39) ‘배상의무자’라 함은 무보험자동차로 인하여 생긴 사고로 피보험자를 죽게 하거나 다치게 함으로써 피보험자에게
입힌 손해에 대하여 법률상 손해배상책임을 지는 사람을 말합니다.
보통약관 39
의 정
의 및 자
의 구
⑤ 지진, 분화, 태풍, 홍수, 해일 등 천재지변으로 인한 손해
⑥ 핵연료물질의 직접 또는 간접적인 영향으로 인한 손해
⑦ 영리를 목적으로 요금이나 대가를 받고 피보험자동차를 반복적으로 사용하거나 대여한 때에
생긴 손해. 다만, 다음 각목의 어느 하나에 해당하는 경우에는 보상합니다.
가. 임대차계약(계약기간이 30일을 초과하는 경우에 한함)에 따라 임차인이 피보험자동
차를 전속적으로 사용하는 경우 (다만, 임차인이 피보험자동차를 영리를 목적으로 요
금이나 대가를 받고 반복적으로 사용하는 경우에는 보상하지 않습니다.)
나. 피보험자와 동승자가 ｢ 여객자동차운수사업법 ｣ 에 따른 토요일, 일요일 및 공휴일을
제외한 날의 출·퇴근 시간대(오전 7시부터 오전 9시까지 및 오후 6시부터 오후 8시
까지를 말함)에 실제의 출·퇴근 용도로 자택과 직장 사이를 이동하면서 ‘승용차 함께
타기’를 실시한 경우
⑧ 피보험자동차 또는 피보험자동차 이외의 자동차를 시험용, 경기용 또는 경기를 위해 연
습용으로 사용하던 중 생긴 손해. 다만, 운전면허시험을 위한 도로주행시험용으로 사용
하던 중 생긴 손해는 보상합니다.
⑨ 피보험자가 피보험자동차가 아닌 자동차를 영리를 목적으로 요금이나 대가를 받고 운전
하던 중 생긴 사고로 인한 손해
⑩ 다음 중 어느 하나에 해당하는 사람이 배상의무자일 경우에는 보상하지 않습니다. 다만,
이들이 무보험자동차를 운전하지 않은 경우로, 이들 이외에 다른 배상의무자 [40)] 가 있는
경우에는 보상합니다.
1. 상해를 입은 피보험자의 부모, 배우자, 자녀
2. 피보험자가 사용자의 업무에 종사하고 있을 때 피보험자의 사용자 또는 피보험자의
사용자의 업무에 종사 중인 다른 피용자"
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제2절(무보험자동차에 의한 상해)>제20조(지급보험금의 계산),"｢ 무보험자동차에 의한 상해 ｣ 의 지급보험금은 다음과 같이 계산합니다. 다만, ｢ 도로교통법 ｣
에 의한 개인형이동장치로 인한 손해는 자동차손해배상보장법시행령 제3조에서 정하는 금
액을 한도로 합니다.
지급보험금 = 보험금지급기준에 의해 + 비 용  - 공제액
산출한 금액
1. 위 ‘지급보험금’은 피보험자 1인당 ‘보험증권에 기재된 보험가입금액’을 한도로 합니다.
2. 위 ‘비용’은 다음의 금액을 말합니다. 이 비용은 보험가입금액과 관계없이 보상하여
드립니다.
가. 손해의 방지와 경감을 위하여 지출한 비용
나. 남으로부터 손해배상을 받을 수 있는 권리의 보전과 행사를 위하여 지출한 비용
3. 위 ‘공제액’은 다음의 금액을 말합니다.
가. 대인배상Ⅰ(책임공제 및 정부보장사업을 포함합니다)에 의하여 지급될 수 있는 금액
나. 배상의무자가 가입한 대인배상Ⅱ 또는 공제계약에 의하여 지급될 수 있는 금액
다. 피보험자가 탑승중이었던 자동차가 가입한 대인배상Ⅱ 또는 공제계약에 의하여
지급될 수 있는 금액
라. 피보험자가 배상의무자로부터 이미 지급받은 손해배상액
마. 배상의무자가 아닌 제3자가 부담할 금액으로 피보험자가 이미 지급받은 금액"
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제3절(자기차량손해)>제20조(지급보험금의 계산),"40) ‘배상의무자’라 함은 무보험자동차로 인하여 생긴 사고로 피보험자를 죽게 하거나 다치게 함으로써 피보험자에게
입힌 손해에 대하여 법률상 손해배상책임을 지는 사람을 말합니다.
40 KB개인용자동차보험"
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제3절(자기차량손해)>제21조(보상하는 손해),"① ｢ 자기차량손해 ｣ 에서 보험회사는 피보험자가 피보험자동차를 소유ㆍ사용ㆍ관리하는 동안
에 다음과 같은 사고로 인하여 피보험자동차에 직접적으로 생긴 손해를 보험증권에 기
재된 보험가입금액을 한도로 보상하되 다음 제②항 내지 제⑤항의 기준에 따릅니다.
1. 타인 자동차와의 충돌로 인한 손해 [41)] . 단, 타인 자동차의 차량 등록번호와 운전자(또는
소유자)가 확인된 경우에만 한합니다.
2. 피보험자동차 전부의 도난으로 인한 손해
② 보험가입금액이 보험가액보다 많은 경우에는 보험가액을 한도로 보상합니다.
③ 피보험자동차에 통상 붙어있거나 장치되어 있는 부속품과 부속기계장치는 피보험자동차
의 일부로 봅니다. 그러나 통상 붙어 있거나 장치되어 있는 것이 아닌 것은 보험증권에
기재한 것에 한합니다.
④ 피보험자동차의 일방과실사고 [42)] 의 경우에는 실제 수리를 원칙으로 합니다.
➄ 경미한 손상 [43)] 의 경우 보험개발원이 정한 경미손상 수리기준에 따라 복원수리하거나 품
질인증부품 [44)] 으로 교환수리하는데 소요되는 비용을 한도로 보상합니다."
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제3절(자기차량손해)>제22조(피보험자),"｢ 자기차량손해 ｣ 에서 피보험자는 보험회사에 보상을 청구할 수 있는 사람으로 보험증권에
기재된 기명피보험자입니다."
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제3절(자기차량손해)>제23조(보상하지 않는 손해),"다음 중 어느 하나에 해당하는 손해는 ｢ 자기차량손해 ｣ 에서 보상하지 않습니다.
① 보험계약자 또는 피보험자의 고의로 인한 손해
② 전쟁, 혁명, 내란, 사변, 폭동, 소요 및 이와 유사한 사태로 인한 손해
③ 지진, 분화 등 천재지변으로 인한 손해
④ 핵연료물질의 직접 또는 간접적인 영향으로 인한 손해
⑤ 영리를 목적으로 요금이나 대가를 받고 피보험자동차를 반복적으로 사용하거나 빌려 준 때
에 생긴 손해. 다만, 다음 각목의 어느 하나에 해당하는 경우에는 보상합니다.
가. 임대차계약(계약기간이 30일을 초과하는 경우에 한함)에 따라 임차인이 피보험자동
차를 전속적으로 사용하는 경우 (다만, 임차인이 피보험자동차를 영리를 목적으로 요
금이나 대가를 받고 반복적으로 사용하는 경우에는 보상하지 않습니다.)
나. 피보험자와 동승자가 ｢ 여객자동차운수사업법 ｣ 에 따른 토요일, 일요일 및 공휴일을
제외한 날의 출·퇴근 시간대(오전 7시부터 오전 9시까지 및 오후 6시부터 오후 8시
까지를 말함)에 실제의 출·퇴근 용도로 자택과 직장 사이를 이동하면서 ‘승용차 함께
타기’를 실시한 경우
⑥ 사기 또는 횡령으로 인한 손해
41) 단독사고는 보상되지 않습니다 .
42) 피보험자동차의 일방과실 사고란 쌍방과실이 확정된 경우를 제외한 모든 사고를 말합니다.
43) 외장부품 중 자동차의 기능과 안전성을 고려할 때 부품교체 없이 복원이 가능한 손상
44) 품질인증부품이란 「자동차관리법」제30조의5에 따라 인증된 부품을 말합니다.
보통약관 41
의 정
의 및 자
의 구
⑦ 국가나 공공단체의 공권력 행사에 의한 압류, 징발, 몰수, 파괴 등으로 인한 손해. 그러나
소방이나 피난에 필요한 조치로 손해가 발생한 경우에는 그 손해를 보상합니다.
⑧ 피보험자동차에 생긴 흠, 마멸 [45)], 부식, 녹, 그 밖에 자연소모로 인한 손해
⑨ 피보험자동차에 장착 또는 장치되어 있는 일부 부분품, 부속품, 부속기계장치만의 도난
으로 인한 손해
⑩ 동파로 인한 손해 또는 우연한 외래의 사고에 직접 관련이 없는 전기적, 기계적 손해
⑪ 피보험자동차를 시험용, 경기용 또는 경기를 위해 연습용으로 사용하던 중 생긴 손해.
다만, 운전면허시험을 위한 도로주행시험용으로 사용하던 중 생긴 손해는 보상합니다.
⑫ 피보험자동차를 운송 또는 싣고 내릴 때에 생긴 손해
⑬ 피보험자동차가 주정차중일 때 피보험자동차의 타이어나 튜브에만 생긴 손해. 다만, 다
음 중 어느 하나에 해당하는 손해는 보상합니다.(타이어나 튜브의 물리적 변형이 없는
단순 오손의 경우는 제외)
1. 타인 자동차와의 충돌로 인한 손해. 단, 타인 자동차의 차량 등록번호와 운전자(또는
소유자)가 확인된 경우에만 한합니다.
⑭ 다음 각목의 어느 하나에 해당하는 자가 무면허운전, 음주운전 또는 마약 ․ 약물운전을 하
였을 때 생긴 손해
1. 보험계약자, 기명피보험자
2. 30일을 초과하는 기간을 정한 임대차계약에 의해 피보험자동차를 빌린 임차인 [46)]
3. 기명피보험자와 같이 살거나 생계를 같이 하는 친족"
KB,개인용자동차보험,보통약관,제2편(자동차보험에서 보상하는 내용)>제2장(배상책임 이외의 보장종목)>제3절(자기차량손해)>제24조(지급보험금의 계산),"｢ 자기차량손해 ｣ 의 지급보험금은 다음과 같이 계산합니다.
지급 피보험자동차에
보험금 = 생긴 손해액
피보험자동차에 + 비 용 - 보험증권에 기재된
생긴 손해액 자기부담금
자기부담금
① 위 ‘피보험자동차에 생긴 손해액’은 보험가액을 기준으로 다음과 같이 결정합니다.
1. 보험증권에 기재된 보험가입금액을 한도로 보상하며, 보험가입금액이 보험사고 발생
당시 보험개발원의 자동차보험 차량기준가액표(적용요령에서 정한 기준 포함)에 정한
가액보다 많은 경우에는 보험사고 발생 당시 가액을 한도로 보상합니다.
2. 피보험자동차의 손상을 고칠 수 있는 경우에는, 사고가 생기기 바로 전의 상태로 만
드는데 드는 수리비. 다만, 잔존물이 [47)] 있는 경우에는 그 값을 공제합니다.
3. 피보험자동차를 고칠 때에 부득이 새 부분품으로 교환수리하는 경우에는, 조달 가능
한 새 부분품 중 조달기간 및 조달가격 등을 고려할 때 비용이 최소화되는 부분품으
로 교환수리하는데 소요되는 비용을 한도로 합니다. 다만, 엔진, 미션 등 중요한 부
분 [48)] 을 새 부분품으로 교환한 경우 그 교환된 기존 부분품의 감가상각에 [49)] 해당하는
금액을 공제합니다.
4. 피보험자동차가 제힘으로 움직일 수 없는 경우에는, 이를 고칠 수 있는 가까운 정비
공장이나 보험회사가 지정하는 곳까지 운반하는데 든 비용 또는 그 곳까지 운반하는
데 든 임시수리비용 중에서 정당하다고 인정되는 부분은 보상하여 드립니다.
② 위 ‘비용’은 다음의 금액을 말합니다. 이 비용은 보험가입금액과 관계없이 보상하여 드립
니다.
45) 마멸이란 갈려서 닳아 없어짐을 말합니다.
46) 임차인이 법인인 경우에는 그 이사, 감사 또는 피고용자(피고용자가 피보험자동차를 법인의 업무에 사용하고 있는
때에 한함)를 포함합니다.
47) 잔존물이란 피보험자동차의 손상을 수리하며 교환된 부분품 등에 자산적 가치가 남아 있는 경우를 말합니다.
48) 중요한 부분이란 엔진, 미션, 캐빈, 적재함, 바디 및 전기차(하이브리드자동차 포함)의 모터, 감속기, 구동용
